Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 8.946E-02, 1.572E+01, 7.524E+00, 1.135E+01, 3.047E+00, 3.191E+00, 5.327E+00, 2.079E-03, 1.055E+01, 1.140E+00, 2.510E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.794E+01
